Id	Sps	ProcCoord1	ProcCoord2	ProcCoord3	ProcCoord4	ProcCoord5	ProcCoord6	ProcCoord7	ProcCoord8	ProcCoord9	ProcCoord10	ProcCoord11	ProcCoord12	ProcCoord13	ProcCoord14	ProcCoord15	ProcCoord16	ProcCoord17	ProcCoord18	ProcCoord19	ProcCoord20	ProcCoord21	ProcCoord22	ProcCoord23	ProcCoord24	ProcCoord25	ProcCoord26	ProcCoord27	ProcCoord28	ProcCoord29	ProcCoord30	ProcCoord31	ProcCoord32	ProcCoord33	ProcCoord34	ProcCoord35	ProcCoord36	ProcCoord37	ProcCoord38	ProcCoord39	ProcCoord40	ProcCoord41	ProcCoord42	ProcCoord43	ProcCoord44	ProcCoord45	ProcCoord46	ProcCoord47	ProcCoord48	ProcCoord49	ProcCoord50	ProcCoord51	ProcCoord52	ProcCoord53	ProcCoord54	ProcCoord55	ProcCoord56	ProcCoord57	ProcCoord58	ProcCoord59	ProcCoord60	ProcCoord61	ProcCoord62	ProcCoord63	ProcCoord64	ProcCoord65	ProcCoord66	ProcCoord67	ProcCoord68	ProcCoord69	ProcCoord70	ProcCoord71	ProcCoord72	ProcCoord73	ProcCoord74	ProcCoord75	ProcCoord76	ProcCoord77	ProcCoord78	ProcCoord79	ProcCoord80
0	C. erythrocnemis	-0.09567167373217378	-0.19382699258670694	-0.10521591808398008	-0.1760984402786618	-0.11476448818840973	-0.15837054966941155	-0.12565943495439705	-0.14139433851055594	-0.13566570212698975	-0.12405419178606922	-0.143890678704459	-0.10598851024878286	-0.15029436092219017	-0.08676706711253188	-0.15581745391454718	-0.06760301434619237	-0.15778708260290852	-0.04742442537088126	-0.15671598828616226	-0.027484148969047755	-0.14804681252448268	-0.009848636635756722	-0.1320926101738387	0.0016468184875466849	-0.11529292936562004	0.012648491854187144	-0.1008399542812928	0.026402803835069277	-0.08799138877750765	0.041562403165894254	-0.08379389314529116	0.061251484113657856	-0.08297553060859718	0.0811811791363155	-0.08170036287616463	0.10058006183833755	-0.07237692341438444	0.11793459184988746	-0.05940922945537628	0.13229720071874201	-0.04235809151320282	0.12183318242874941	-0.026770523560096182	0.10935087250701193	-0.010696539240429903	0.09725350821679632	0.003968905262739063	0.08353126327511497	0.020076366334819337	0.07183903487386933	0.03713714631563112	0.06137191693821978	0.054664307080094	0.05131676925105846	0.07124560504688475	0.040071959011579825	0.08929196979776419	0.030893223024159974	0.10744457770602786	0.023051053249533802	0.1260915538383786	0.016049424638264732	0.14579310376398885	0.017102503705069966	0.16495247990467407	0.02241584199460041	0.18381647530693845	0.01866868629661283	0.19799785327658073	0.004518573857336471	0.21076009282550348	-0.011252738640607223	0.22358365063133404	-0.02617858606841657	0.23679344074319492	-0.041571718070350455	0.24775625548323066	-0.05848105770831122	0.26445378713471773	-0.0684284322653331
1	C. erythrocnemis	-0.10753163293337892	-0.1776989524125591	-0.1180876458177992	-0.16132221923133144	-0.130626800217376	-0.1465127856253815	-0.1416170320473076	-0.13019020073962287	-0.15051432887499488	-0.11315598231936577	-0.1577972336023376	-0.09503555290009241	-0.1616860535406344	-0.0760313212464348	-0.15813880746085998	-0.05692849997376138	-0.14852323851264237	-0.04053513098339925	-0.13400255508716227	-0.027883289992677487	-0.12088454621356631	-0.014114985683829219	-0.11263585970361119	0.0038167894309659427	-0.10973571344675075	0.022794908070089895	-0.1116543756743654	0.04201296702394737	-0.11271190322586774	0.061336089413003954	-0.1075837018868578	0.08014926494947919	-0.10150799357692049	0.09862108135170482	-0.09094799968751474	0.11323139086242744	-0.07518636286378344	0.1048049467765395	-0.06416442240860976	0.0890794436258956	-0.04700497240431914	0.07977568533065392	-0.02917315006747341	0.07188653689732388	-0.012752500586720094	0.06161950289145044	0.0036714056860354897	0.05133465971171463	0.02190394891743143	0.04390055398156014	0.04039947619531262	0.03782148672982119	0.05910788800335708	0.033533609895383176	0.0779342213101628	0.028411168938863605	0.09709845135650018	0.024235441933912062	0.11584057502976629	0.020060860325151537	0.13510819329601118	0.01859374948236794	0.15260799358935218	0.02735583537080634	0.1716162358272225	0.031007373352575338	0.18861292589784598	0.02298253900020711	0.20357434109175768	0.010294011268179106	0.21809917803378076	-0.0024644311080654555	0.23261925554952567	-0.015230504205803823	0.2471878420818469	-0.028433512034901326	0.2617185600418342	-0.04118249218958708	0.27736833793311	-0.05194003596721124
2	C. erythrocnemis	-0.08317916729527879	-0.17238654961947278	-0.09686041512545213	-0.1570692920491289	-0.10876481079965303	-0.14055318314936366	-0.121559224925091	-0.12463538829299402	-0.13393833557199278	-0.10817794008682471	-0.1440572754912091	-0.09045675762299586	-0.15143633079086888	-0.07140784799810898	-0.15505552748209148	-0.05138292827122454	-0.14713127391226408	-0.03808460052151006	-0.12957894312435178	-0.027895886313798947	-0.11917284405118213	-0.010901763449650487	-0.11685386522550872	0.008907821679186724	-0.11946409366113132	0.02952494210612938	-0.12200430614733729	0.04966352782992503	-0.12549457712103562	0.06967460766310565	-0.12755237846197706	0.08986959723602389	-0.12375820189269687	0.1098426331165358	-0.10667489918631576	0.10972743509234413	-0.0887428813257122	0.09948157565936695	-0.07163658562129291	0.08808393879497026	-0.054595041926088425	0.07713335246949847	-0.03715021017040278	0.0667291180476593	-0.018862498507513058	0.057395442750256896	-2.2099804737517412E-4	0.049065192252457646	0.018832777177654032	0.041270603458016586	0.037763347244975064	0.03443409583258074	0.058167470380282575	0.03118614314071088	0.07845134616007574	0.02890324834103715	0.09856089817289326	0.028066020294742214	0.11846918480562714	0.032556441749310244	0.13693156890825053	0.040740848748892985	0.156404310970308	0.037435184538278835	0.17228464522641815	0.024430268249229593	0.18773523774138073	0.010848155895915517	0.20228617382077424	-0.0033542437233615597	0.21724683036884745	-0.017026921894730762	0.23179093432389028	-0.031241604621097742	0.24639284554988494	-0.04593641533273825	0.2613568220049654	-0.0596037519636039	0.2810702930075942	-0.06485512003556985
3	C. erythrocnemis	-0.09785338443748552	-0.16633437722394276	-0.11262399304039827	-0.15311694260414993	-0.12553781536383155	-0.1379369950663357	-0.1380916054990645	-0.12227808827640105	-0.14944461089592162	-0.10602331582772408	-0.1580308395790643	-0.08810308100772606	-0.16540112354404732	-0.06958155807554686	-0.16819393029328775	-0.04999591285536525	-0.1641266988806713	-0.030323570197354432	-0.1500656774329111	-0.020804632188471273	-0.13160049464938023	-0.014955604297366025	-0.11712206592953542	-0.0015586035662606343	-0.10648369020358668	0.015141851304115345	-0.10435991993044806	0.03492437928027961	-0.10689520813365966	0.0544823804479615	-0.10900168884112112	0.07409450863402475	-0.10545588276192877	0.09317555580452758	-0.09277374879357711	0.10830936321945873	-0.07474351142773585	0.10653190957659771	-0.06292820406531084	0.09094666918295222	-0.0491413057128635	0.07643016095281639	-0.03182559465827777	0.06711316781405074	-0.014003260482342964	0.057425744033894346	0.0026826288123829984	0.04670771163235693	0.021053616485059146	0.03920458239316326	0.03912287672631706	0.03081953763784545	0.05786355109201522	0.02382661349742336	0.07704395086356157	0.019906225008156177	0.09696871424521564	0.0169751659914556	0.11633755270271373	0.02128178313085601	0.13511639986772928	0.026809414771429	0.1551372910816556	0.02950386944554794	0.1747176623646741	0.032060131043618295	0.1916411184881935	0.02265815309610485	0.2072170793000921	0.010472276352625924	0.21978297841449682	-0.004703317454795084	0.23606684001504527	-0.015960997150548405	0.2520395180238228	-0.028122294345821593	0.2672530563434675	-0.04078979792257457	0.28565941973000825	-0.0482120661908781
4	C. erythrocnemis	-0.07448919642015932	-0.17267870484236675	-0.08790420296496827	-0.15730020701209377	-0.10042338900138525	-0.14100283490364457	-0.11339149812142858	-0.12516419288725003	-0.1268073797899672	-0.10978386243209284	-0.13886852546160336	-0.09347733579595822	-0.14867505994034574	-0.07532417977208912	-0.15892040789435455	-0.0576274602520393	-0.1682478757466233	-0.03946603678148805	-0.16848950604990354	-0.01983608823891072	-0.1573158129323673	-0.0037046427891718747	-0.13733217269175976	-0.0015477961591789935	-0.1206215087156526	0.009198901030396785	-0.10943123285810034	0.02623633339592854	-0.10872826962902164	0.04677940665379234	-0.10983309765054296	0.06684545212869664	-0.10638477227804372	0.08695733384197489	-0.09971856302850012	0.1057193146858941	-0.0820130084220653	0.11411773977868818	-0.06191600949826659	0.11250408153493116	-0.043112530642336	0.10495226663583443	-0.025196850220054825	0.09512448047834252	-0.007266100266826264	0.0848394977454254	0.008427818759506215	0.07179621927933236	0.021877290983500063	0.0564538665654821	0.03667322220563602	0.04249432773828243	0.05415284629975052	0.03220699714869215	0.07297537620800339	0.023761039447203654	0.09309145306157553	0.02170073970349131	0.11362073499425723	0.02329928798306302	0.13272306484663815	0.030338346536687384	0.15231222894414942	0.03465213034017907	0.16889489145140354	0.023916263340395177	0.18502963811626583	0.011787474039330621	0.19847133115022436	-0.0035659226310842396	0.21326188289538095	-0.01799984570764961	0.22759660427468803	-0.03244194315223138	0.2419341470830949	-0.04734092671196927	0.25761331538609555	-0.059944097491290795	0.2764311235641068	-0.06747542247153304
5	C. erythrocnemis	-0.10278998957884314	-0.17347011731352283	-0.11573544610530659	-0.15985368006156642	-0.1274687003326017	-0.14452686264675912	-0.13871470977512276	-0.12911557937441054	-0.1490654566996828	-0.11304852497767964	-0.15762233572373424	-0.0956719148966893	-0.16323879577937633	-0.07779320751647785	-0.16257293731083713	-0.05834667497154879	-0.15438205461812246	-0.04164810638801823	-0.14035884484925867	-0.029496265222428625	-0.12531548633804915	-0.017182703588121906	-0.11806032248383602	-1.7085186308968964E-4	-0.11867817309249849	0.01901698709251049	-0.11415825418064404	0.03756237166877037	-0.11166979568087824	0.05625998415087797	-0.1112073438706924	0.0751125925383131	-0.10290450268795634	0.09225588651249692	-0.08998532667721486	0.10609626893244706	-0.07324863776988891	0.10339986753711308	-0.05730499252086365	0.09342913333368896	-0.04014973864128872	0.08512607206662534	-0.02373849193926092	0.07520761315992414	-0.007709724848670311	0.06471155870165879	0.008644594202747446	0.055258481395210564	0.02588961440050954	0.046455163623764735	0.0434583603674742	0.03871978100517357	0.061595939836198786	0.03360413622663691	0.08038448275294614	0.03062505199017981	0.09958826401429538	0.031253210328432	0.11830304353817915	0.03485659433821276	0.13685428505811886	0.039453004387980224	0.15574307714518454	0.03907470456289039	0.17219807485540167	0.02919523286072566	0.18611489144515928	0.016322192037697955	0.19920604674339218	0.002277385540238675	0.2143999367827013	-0.009415664896346213	0.22910197657564282	-0.021197713204605697	0.2421766551755522	-0.035267564758602266	0.2573755451360718	-0.04695257060791376	0.2750452734750529	-0.05211527170378767
7	C. geniculata	-0.07632566508606076	-0.1792179807758149	-0.08844557773524185	-0.16408526121946826	-0.10059935648327949	-0.14857050474718456	-0.11164040941545084	-0.1325729655307456	-0.12233265031225049	-0.11615954022248681	-0.1322934346029872	-0.09929663481457439	-0.14187076476967858	-0.08239952730232414	-0.14960228449353674	-0.06457000435863645	-0.15472257527748684	-0.04574187737809704	-0.15566866647134694	-0.026163779440541397	-0.147554171451306	-0.008872305473764665	-0.13704350179100663	0.007473855211411339	-0.1305525882784742	0.025777497556255663	-0.12485813801864909	0.04439582222217536	-0.11878136775479062	0.06304709083284955	-0.11228823366080332	0.0813494872224016	-0.10579226993658962	0.09964986695940353	-0.09447131463217844	0.115671506901139	-0.07690656741356072	0.11759741836277364	-0.0598984503942954	0.10829711945803916	-0.043554453670691114	0.09777921381236496	-0.027527148938588864	0.08646492851654168	-0.011531058527316018	0.07553200761988321	0.005162499659402887	0.06542875347107452	0.020528432597936186	0.05289864140781824	0.03652465466693661	0.041964880785410115	0.0544790352307886	0.03505461134565221	0.07362734973909847	0.03210130034750098	0.09320659347524624	0.0330386796879225	0.11278644385916843	0.03398090396812679	0.1320513452782016	0.0341271873744256	0.1499752703168612	0.027608978726634495	0.16597345647416578	0.01668068917190041	0.18095696132418376	0.004117578389825259	0.19593895727943045	-0.008448649129837768	0.21126892362849173	-0.020600487796909747	0.2279593682652232	-0.030708517972246552	0.24043255192943322	-0.045422204072447514	0.2529407583488407	-0.06051587353585375	0.27044804704216036	-0.0666919055805947
8	C. geniculata	-0.09847368518563204	-0.1746015283866655	-0.11113615764057938	-0.15973263197929805	-0.12313753087390873	-0.14394421290775491	-0.13401473112369486	-0.1275661593269506	-0.14595069272650976	-0.11216915338059377	-0.15642212094450447	-0.09572057711851371	-0.1611928700000662	-0.07672268798741391	-0.1627713394119997	-0.057206826686436146	-0.15462809142423842	-0.03978883649474199	-0.1419667174165856	-0.02490771470550103	-0.12919810759574374	-0.010425996090690233	-0.1209994739577689	0.0073789281555392185	-0.11620467758708458	0.026256869730155483	-0.11594760936478525	0.04561701829744679	-0.11971406385665989	0.06472949259691668	-0.1194472692330917	0.08408155506977724	-0.11157461874845791	0.10178992235455067	-0.09305730114076757	0.1016353523805801	-0.07467138791958952	0.09483676958716827	-0.05614172683211303	0.08957472603055389	-0.03842170905067499	0.08170186115528404	-0.021254197705789662	0.07212924659608018	-0.005726168287013247	0.060249362251375976	0.009139876118235071	0.04743465786748948	0.025269103642927816	0.03685329740362164	0.043060955046085064	0.028581676846681673	0.0619962577596604	0.02335405408855217	0.08134611181680958	0.02065105351704604	0.10112201785031427	0.020479757437644158	0.11759520226048963	0.03079730572284467	0.13478525496680463	0.039214727560964106	0.15398102366707705	0.04021847261006478	0.17166429501763156	0.032792472127267935	0.18692093469124207	0.020043487235309278	0.20064198417423854	0.006612593981540418	0.21514932856066288	-0.006702305675327067	0.23071360174862982	-0.019039607104987217	0.2451471301607477	-0.03197101498545993	0.25747375701683567	-0.04684972567767727	0.2760454135288678	-0.049665682096442836
9	C. geniculata	-0.09200393116068849	-0.1749069079134431	-0.10409621642239256	-0.15956251628761786	-0.11619058556692803	-0.144218443427769	-0.12756708380753043	-0.12841172160046502	-0.1382241677151386	-0.11214178935164106	-0.1485382999881888	-0.09544908174790438	-0.15626960440461005	-0.07770636956774742	-0.16107393411224735	-0.05849289161326117	-0.16046192157368208	-0.0394652599021575	-0.15274509320534196	-0.021980900499012777	-0.13570968299183275	-0.012327290511864165	-0.12130291501850382	4.96576036702329E-4	-0.11315135405342502	0.018019367438160083	-0.11135306622483569	0.03754123007437858	-0.1122105778484602	0.05677310484014769	-0.11040663314628979	0.07629026460500658	-0.10622721512486391	0.09528271689370718	-0.09688860076438516	0.1094184375345065	-0.07749831051882647	0.10882679146029331	-0.06091864478025028	0.09865018298463712	-0.04277131408645643	0.09169062058702918	-0.025269238775703348	0.08351773543411528	-0.008308510226652462	0.07336085082531404	0.006581181852753109	0.06105159819872237	0.023162538236452423	0.05084341994594034	0.04008303306988576	0.041061365738629466	0.057006801271047285	0.031288205100197336	0.07516510810351809	0.02434755782710068	0.09422603795492385	0.019822980801365544	0.11305530118582846	0.02106055446334091	0.13127072093382106	0.028001745749052148	0.15072642289608	0.02700464421967198	0.168212306593508	0.019233430689254948	0.18411455893349735	0.008186953587147595	0.20195793933510295	4.053753071320502E-4	0.2205267434958064	-0.0034642385402172144	0.23577839604201495	-0.015759544761412725	0.24755854159730312	-0.03150501503493589	0.2571517758691976	-0.04824358333898951	0.27260949414649327	-0.058540156243113796
10	C. geniculata	-0.07327816178485581	-0.17999702350266605	-0.08846485747502428	-0.16676542718987925	-0.10263941507002103	-0.15258138669157187	-0.11618082139672475	-0.13750747707967123	-0.12762923799719852	-0.1209071801993862	-0.13939046055521231	-0.10474932768529094	-0.14867228834859122	-0.0869991444114083	-0.1538835661882067	-0.06778159260970126	-0.1533041333344522	-0.04798707960762136	-0.141086860261613	-0.03211622610220704	-0.1301801858648847	-0.015296900789196271	-0.11970204801419136	0.0018390350936174872	-0.11257680047962325	0.02036648320665311	-0.10880924451626794	0.04028383111903204	-0.10700727796251643	0.06025963965749315	-0.1048207986126373	0.08029789666494444	-0.10217547016955358	0.1000091634625502	-0.09702766144931212	0.11893097388493629	-0.08170304623451152	0.1308894593784767	-0.06362837678232153	0.12407715537057919	-0.050812376235610086	0.10892622284822068	-0.037815497717843254	0.09498752645203078	-0.019864638128783016	0.0865699271218485	-0.0017846489311405056	0.07738345384982652	0.01502724588537195	0.06641767359560509	0.03247305765189583	0.056345770705645344	0.04992181520484122	0.04628187136329069	0.0676261837915887	0.03705334761945647	0.08622561912821873	0.029552778433570112	0.1045114263305836	0.021632451440959467	0.12400100324036376	0.01587932658180507	0.14355199028441382	0.012085726295564718	0.1636615398638195	0.011877989892542027	0.18236946148033795	0.00592869030870807	0.19891910573743	-0.005875435801401478	0.21407097636954125	-0.018702275989971963	0.22725661601455552	-0.03381846307038472	0.2414531144987593	-0.04798525670544325	0.256354675152181	-0.06163300847482192	0.2750140428771945	-0.06717318843673306
