Id	Sps	ProcCoord1	ProcCoord2	ProcCoord3	ProcCoord4	ProcCoord5	ProcCoord6	ProcCoord7	ProcCoord8	ProcCoord9	ProcCoord10	ProcCoord11	ProcCoord12	ProcCoord13	ProcCoord14	ProcCoord15	ProcCoord16	ProcCoord17	ProcCoord18	ProcCoord19	ProcCoord20	ProcCoord21	ProcCoord22	ProcCoord23	ProcCoord24	ProcCoord25	ProcCoord26	ProcCoord27	ProcCoord28	ProcCoord29	ProcCoord30	ProcCoord31	ProcCoord32	ProcCoord33	ProcCoord34	ProcCoord35	ProcCoord36	ProcCoord37	ProcCoord38	ProcCoord39	ProcCoord40
12	C. erythrocnemis	-0.34832733402851385	-0.07394045322647648	-0.32230217307124764	-0.04255106484429887	-0.2926103107755814	-0.014352753961464862	-0.25999246833755546	0.009493671778129473	-0.22115684556257026	0.02278900880758373	-0.1810930606652071	0.03037797113402679	-0.14149414572979666	0.030929106367568498	-0.10122619001940852	0.023723102890370967	-0.060687431636958535	0.02446570169025896	-0.01954129775628287	0.022385483639757016	0.020799947569519868	0.02406569284606554	0.060870378464187275	0.01780918034323882	0.10188402086045471	0.01176198657378218	0.14249432266977105	0.0075925395164421795	0.18202770691625525	0.0130246882522151	0.22329125318188658	0.01481360404986205	0.26363143346893353	0.011397201409458362	0.297175821745976	-0.011263868453447741	0.32339259920682495	-0.041427651262251654	0.3328637734993115	-0.08109314755081948
13	C. erythrocnemis	-0.3519113644352021	-0.07061984075169797	-0.325115487940138	-0.039679952427726525	-0.29526466133647444	-0.010552071915922275	-0.26004261021922925	0.010041098666317513	-0.22047911686216423	0.02301397443410419	-0.1794509765430002	0.027233040216373374	-0.1394419937527101	0.0323385435930643	-0.09961584686724771	0.022775266865706786	-0.059790100159524455	0.01321865538727968	-0.018385189551319882	0.01058452415329814	0.02199502365202905	0.008863596606899112	0.06308492401774245	0.012065993673656284	0.10412288622224242	0.016248451623853154	0.14521361668048963	0.019451722640058924	0.1851173962779853	0.026476287859073352	0.2264535880818314	0.024727029489644253	0.2662243758127177	0.015005825198963735	0.2989471295430779	-0.009796614057684783	0.3175473149785993	-0.045155105922617685	0.32079109240029596	-0.08624042533264395
14	C. geniculata	-0.3327779314798869	-0.09099732299969246	-0.3194081622332739	-0.05141134864978025	-0.29600693963944835	-0.017357185211736643	-0.2641066346432188	0.007546912051443817	-0.22452905578938426	0.02236848156650588	-0.18352127470999474	0.028474166473097213	-0.141960958146135	0.025810400939683134	-0.10056634509327113	0.025774113899571297	-0.059337270801446185	0.028368197574022112	-0.018107919098219252	0.0309627145348795	0.02405328802041578	0.03273493668505677	0.06490284159500379	0.02738530862834178	0.10602222558736336	0.031733226390437595	0.14829391595562674	0.031753042805052104	0.18968880081000591	0.03171518005738574	0.23042571662275418	0.028107509449879955	0.2653036700558667	0.005641679656246384	0.2893869516495564	-0.02719036178385744	0.3050296511186907	-0.06583696962563364	0.3172154302189946	-0.10558268244090203
15	C. geniculata	-0.3481536844233492	-0.08557479572305951	-0.3214055530934196	-0.053741785006366824	-0.29275253043577754	-0.024099299325844384	-0.2593910419273703	4.6707569287493533E-4	-0.22170965837939083	0.0166626337129768	-0.18150971801117757	0.02587843412077435	-0.13979454005444578	0.029608755752465694	-0.098467819900156	0.03004382302623087	-0.05744834172645256	0.03287323552109148	-0.01601911464636077	0.032510898283758326	0.025102979596776098	0.03454209135457275	0.06663472145768817	0.03338155672829508	0.10757334081912058	0.030523033913666522	0.1489003184958858	0.03095852180209229	0.19032956634648646	0.030594899088398124	0.231164694834792	0.028529036789537505	0.2657797393599829	0.005382439452824329	0.29253549321271377	-0.026075891373921786	0.30165149157398524	-0.0654772262244484	0.30697965690046836	-0.10698743758591793
16	C. geniculata	-0.3426176407613629	-0.08709888087409243	-0.3212571029600565	-0.051959988861676396	-0.2930195584969688	-0.021430508987390517	-0.26038228602977437	0.004353999503493203	-0.22221314249287638	0.01965561383927096	-0.18212492620025772	0.03007850365108435	-0.1409457113948118	0.03558195033680084	-0.09945959655715758	0.035301122043708985	-0.05792968099333183	0.034196277529372925	-0.017093245456681564	0.030571149855322475	0.022399410882426748	0.021076070643552512	0.06379865082745967	0.02244838930858728	0.10519811796906932	0.02382244852775823	0.14668538292986655	0.023543498745093788	0.18768908868658243	0.032342750820547835	0.22852139208632	0.028694635428007643	0.26126957913422066	0.005550734886136947	0.28627328867377694	-0.02795633605345768	0.3120018740082319	-0.0597758660838188	0.32320610614532497	-0.0989955642583014
17	C. geniculata	-0.3449236256434721	-0.0868923529864917	-0.32093709656298275	-0.05296726766081257	-0.29286167988506334	-0.022432024233503108	-0.26137506042649666	0.0038950488843843972	-0.22285843649437342	0.019565133405172973	-0.18200728831029273	0.026401541153795696	-0.14012867890570768	0.030315532496830496	-0.09871823657424043	0.03116850797174182	-0.057098207011120214	0.029779252434714184	-0.015687658166572933	0.030632842848616035	0.025254916938495808	0.02842592256021787	0.06647699850833953	0.023229042227977857	0.10807629808457805	0.030133068084651323	0.14892804788120165	0.03696686484011942	0.1903386186971431	0.03781909545547256	0.23095180092354164	0.0310520294586728	0.2627736852882051	0.005360758150819388	0.2863204293882732	-0.028648019502360338	0.3027379622183997	-0.06709510005561928	0.3147372100521446	-0.1067098755344005
18	C. geniculata	-0.34775152604594944	-0.08429585428327899	-0.3242418884466793	-0.050394062021917624	-0.29640347498603553	-0.019321299239685494	-0.25929157030283245	-3.3282834820644314E-4	-0.22091009812710058	0.013908712735072448	-0.17949851090617255	0.021951053351437502	-0.1383484399734507	0.024289386207743388	-0.09696655867052885	0.024216197927175775	-0.05470401494615464	0.02341754454844453	-0.013553938207360164	0.02575538204273428	0.028167689740900802	0.0305800202710287	0.0676640387235498	0.041677377444493055	0.10938577932008317	0.046502942855431786	0.15038145706864556	0.05044729116611755	0.19142406347542806	0.0454754339750128	0.22670388699474164	0.02453759497500772	0.25842706669771603	-0.0016141893767328969	0.2850630824710122	-0.03393605581734799	0.30404743188522065	-0.07105070574882802	0.3104055242349664	-0.11181394266370165
20	C. geniculata	-0.33716386666615283	-0.09179769467398997	-0.3198771226529309	-0.05395476838692617	-0.2955217574628664	-0.019617998823221877	-0.2636878754061832	0.007051108775986456	-0.22463394903191336	0.020145278599376003	-0.1830950544526322	0.025079465552238566	-0.14106388534687836	0.02501893607282114	-0.09911478963798624	0.025789676917014386	-0.05724769686365323	0.02739292506583987	-0.015544446755463365	0.030660631021082647	0.026240866189035865	0.03309579185996632	0.06735802590642387	0.033784905951697045	0.10922538990123941	0.03538850994018124	0.15051888682534043	0.04281674331407738	0.19255007943811625	0.04275467399358214	0.2316493952856319	0.029796961806373548	0.2621544545911002	0.00170474344026628	0.2833267548377999	-0.03403157949440991	0.30449625582694384	-0.06976958663727592	0.30943033547502885	-0.11130872429467992
21	C. geniculata	-0.3317567211357943	-0.09194859385438019	-0.32029968672975917	-0.0521324055032677	-0.29790140127636816	-0.017705123995248404	-0.2629614842509821	0.004330544894168717	-0.2240868305460653	0.02015419561585733	-0.1835963434885313	0.026635586824972007	-0.14149075494471125	0.023775720794055717	-0.10019256659947114	0.025583818446822428	-0.05810599549627621	0.025839190623114128	-0.016831226432921075	0.031543060819804694	0.0244436632673071	0.03724633081139538	0.06574685772871013	0.03827595681911983	0.10783853912257885	0.0377528601918683	0.14915122571991443	0.037224575295800574	0.1912568487711365	0.03436244883755879	0.23182200903368427	0.02836950801234311	0.26392799243836185	0.0036224541573974117	0.2844154317547175	-0.03288491543406677	0.30334549169350367	-0.07018317283957845	0.3152749513709649	-0.1098620405177366
22	C. geniculata	-0.3504119847414927	-0.08564177924674318	-0.3228874066733791	-0.05437152702502493	-0.29457971478945477	-0.023888685035867545	-0.2600281720438681	-0.002045088227727459	-0.22002114654837604	0.009594288620780003	-0.17923892958165766	0.018094364458230882	-0.13846090628162727	0.025025209386966046	-0.09768533464449179	0.031171541790936664	-0.05612868207365121	0.03653254809141465	-0.014576558173759338	0.04032689109124673	0.02695696763591466	0.037853164051697176	0.06849285760185644	0.036163137073399	0.11004049462546904	0.03839079855655207	0.1515787789355767	0.03748427730827186	0.19311924024441945	0.03735987574380735	0.23306598305288084	0.02861769231346154	0.2666979241751596	0.005003290524899336	0.2854010011939168	-0.03188927849344154	0.2970426054121034	-0.07111322292691413	0.30162298267446136	-0.11266749805594495
23	C. geniculata	-0.34301507673370013	-0.08357612832258987	-0.3226424586124485	-0.04748335222760872	-0.29551914284826614	-0.015975586163273676	-0.2640886767575166	0.010829821696139351	-0.2237051559838832	0.020905524196279203	-0.18208345127257727	0.02205191300857197	-0.14038400588608815	0.021563407413842658	-0.09790860542787018	0.021924994916907165	-0.05640084496122222	0.025507497071510836	-0.014854451431303674	0.028276064957411327	0.02641340937194372	0.019601990219445538	0.0672221481065755	0.02070264968590097	0.10850115354989778	0.029173301028039444	0.148927377619931	0.03841919048442989	0.19039730114392459	0.042812965674932354	0.23088592416302314	0.03327213313852245	0.26313491196280525	0.00782103690153248	0.2876122859746625	-0.026167847202209535	0.3041272438932837	-0.06461714246757042	0.3133801141288291	-0.10504243401021271
24	C. geniculata	-0.35316874194523334	-0.07894309143748778	-0.32604739042544145	-0.04725493486357097	-0.29474573629236034	-0.019345099709112586	-0.25910328717140546	0.0016037820592653337	-0.22087138328381953	0.01869140667282004	-0.17944933252827294	0.019989792386726293	-0.13814676569631085	0.023669362400087688	-0.0965233925135205	0.0209854675037879	-0.05490007057631918	0.018302426139741076	-0.013517240478888684	0.02039091583800235	0.027705268814861034	0.025659201555273577	0.06880744566005076	0.033313514449199916	0.10903429544732186	0.04251892613228967	0.15041747081037665	0.04460706201711335	0.19275604060565388	0.04355211265383608	0.2323933207775363	0.03278594234548208	0.2609803691656645	0.003913637205206551	0.28733554469838024	-0.02826725515941922	0.30128235475952864	-0.0674555340642955	0.30576123017219886	-0.10871763412494606
26	C. geniculata	-0.33300852026791	-0.09299742624194796	-0.3217008434250834	-0.05398387750830945	-0.2928661631820424	-0.0229877336985154	-0.2619051885206337	0.005184585094911355	-0.22520518908867218	0.02397354461552059	-0.18403442074139365	0.03154095865389775	-0.1420698106261824	0.030422657325042325	-0.10045366006989614	0.026831130353706212	-0.05863193612870096	0.02648826449605328	-0.017175099238795243	0.03249903767043989	0.024218951004252306	0.034484753260219034	0.06661179109482025	0.031036543435180114	0.10794303342794692	0.028998984367005192	0.14897210510066136	0.037338464810731886	0.1905716565233898	0.04257069016982597	0.22938323658478849	0.028022940320729883	0.26009591437733115	7.437942873968623E-4	0.2862250094072266	-0.03219792935467392	0.30734279253184715	-0.06847042692160638	0.3156863412370452	-0.10949895513560776
27	C. gravis	-0.36388400327473003	-0.06702998284714201	-0.3330622573298896	-0.03772101072300292	-0.2961667659426243	-0.017203258948456562	-0.2575935339085788	-5.58692939838519E-4	-0.21581652911120064	0.004992678241588184	-0.1745125927023592	-0.0030035357556055207	-0.13278853054156814	-0.0050797597890038255	-0.09167179862805551	0.003590525794722698	-0.05225467544301917	0.020282907720207577	-0.012155912981439912	0.033771912596877555	0.028793816403697558	0.04324621440495034	0.06940405217860363	0.0543270987400179	0.11120455561342218	0.05980287012504008	0.15390266028037308	0.05708738527042588	0.1953832976295757	0.04823329413691235	0.2335688240283951	0.031084752867897372	0.2639667700992112	0.00300712573601368	0.2822182024836085	-0.035226769626385955	0.29257772626032424	-0.07598907306314591	0.2988866948862524	-0.11761468194207317
28	C. gravis	-0.3636154374034847	-0.0737897144906655	-0.3324254209887186	-0.0446237317540217	-0.29733713471847223	-0.021873412986443637	-0.25851231912664957	-0.00469155195476972	-0.21638111838217244	-2.8671751703780723E-4	-0.17444962178482157	4.7639080919613386E-4	-0.13278341526947424	0.007391650677511904	-0.09176513947473397	0.017733473884234695	-0.04924071646721781	0.024802671374224098	-0.007787965772226389	0.028111490742492456	0.032101724402728155	0.04447562328455157	0.07177823950505503	0.05724132783531384	0.11344687175898355	0.06415442871116882	0.1560333117924044	0.06144084071300368	0.1982425947927967	0.055968904942766254	0.2300718501089173	0.029793555739811347	0.2568152173213454	-0.002741841058138912	0.2765805610606758	-0.04108227479025515	0.28942241234064825	-0.08074184445383431	0.29980550630441694	-0.12175926970910803
29	C. gravis	-0.352935293263411	-0.08611004459332723	-0.32991627116207195	-0.05076366430644426	-0.294790418071709	-0.026912758463403155	-0.25765645454054215	-0.00671277121535099	-0.21686682683459907	0.0018676549881940716	-0.17465534879112962	0.0032175033980577153	-0.13457308620252506	0.014046175502884027	-0.09250875257084865	0.021243367737228264	-0.051413847762731286	0.03153467222750953	-0.011770774753435277	0.04646150158114156	0.02758597451459715	0.05959560738510519	0.06892653446865232	0.06911453312219845	0.11129799576942635	0.06454403227452216	0.1523221556156293	0.05615331165790291	0.19301146279850204	0.04340109304421065	0.22944824417581788	0.022477570979903445	0.2577508212072988	-0.007839656182816165	0.27588012805057754	-0.04647303108006262	0.2929524944326603	-0.0846021612043861	0.3079112629198416	-0.12424293685306766
30	C. gravis	-0.36874795518186504	-0.06363913896772194	-0.334392331706884	-0.03866860039879114	-0.29867285448486636	-0.016965904170940006	-0.258207681526681	-0.00406713231891135	-0.21599725857919097	-0.002993018795748096	-0.17340132362941313	-0.0044931451647504984	-0.13190165175674282	0.00153936546952467	-0.0905264701559658	0.008395927317307239	-0.04843327171889942	0.016223583316755733	-0.007792165022300547	0.02813782098453993	0.031641455949448845	0.0424446925045935	0.07252993498654094	0.05267270296473432	0.11317404886935784	0.06459030165997658	0.15518491855284436	0.06123871562777938	0.1963696217052663	0.05173275958626321	0.23431218757789732	0.03481170020584883	0.2608369315969021	0.001541872749360712	0.27854149857909777	-0.03650570612248131	0.2913895078418502	-0.07700469120714587	0.29409285810360264	-0.11899210524019485
31	C. gravis	-0.36783773023855154	-0.05791047213841208	-0.335748822589123	-0.03106414699921093	-0.29836879497624785	-0.01210575365288212	-0.2558586192655579	-0.010279118352047943	-0.2139288095047702	-0.012245263823807598	-0.17212921103407883	-0.012441407294349808	-0.13107469134003413	-0.0035322723354808024	-0.09009773540787847	0.006271716150572058	-0.051479051926920115	0.022337996138792657	-0.012857617513313775	0.03840857278429992	0.028048064737022413	0.04913091196630054	0.06933131772868555	0.0552833830862087	0.11175687079087401	0.058775123682521045	0.15356908968000593	0.05852420770673544	0.19361387248501313	0.046127992605255755	0.23210945574008096	0.029835535091067147	0.2641373956557435	0.0018580701521846744	0.28389076605215935	-0.0345699076900428	0.2947315797022843	-0.07545079329188586	0.29819267122460735	-0.11695437378581866
32	C. gravis	-0.36432570430375877	-0.07072307705295347	-0.33262503846422126	-0.04271741784948115	-0.2988865484971478	-0.01610984779827774	-0.25983436382832625	9.474414871079306E-4	-0.21769136163153066	0.006281792277513434	-0.17547908275509458	0.0019521040892042409	-0.13273124624396776	-5.6321476746065E-4	-0.09088342939445351	0.006363509378771361	-0.04903602271782306	0.013297065250281256	-0.008137550588164198	0.025306469058317547	0.03260391475907192	0.038153750979187766	0.07334577975601979	0.05100483307222685	0.11424706099275055	0.063017376521548	0.15657497516223803	0.06741529431589757	0.19752681878859335	0.0557834853031625	0.23412934934598245	0.03451993066792232	0.2622885132219574	0.0019732543770677805	0.2783459961881835	-0.03639262033610542	0.2880642521454665	-0.07859388050156825	0.2925036880642247	-0.12091624847236213
33	C. gravis	-0.35178815554258797	-0.08454433377840091	-0.3260318235926372	-0.051586413296232494	-0.29567140404743897	-0.022466147972826905	-0.25848722488172954	-0.0034052255082606883	-0.21815668767125718	0.009606217516614095	-0.17612237002395956	0.009606860740916715	-0.1342711717193062	0.010505650749632146	-0.09335312350189841	0.01596921623418078	-0.05319906306139795	0.029852406791755656	-0.014331367412868307	0.04537959888891313	0.025469387705910774	0.05633107688841111	0.06750797942386182	0.056311032271667893	0.11010640149872006	0.053550864780982484	0.15141741946632756	0.05243032564042617	0.19293170408976223	0.04562743187215912	0.2295468119946552	0.025413323061482487	0.25703366147014867	-0.006220792329417066	0.2788398272710128	-0.04284582745705089	0.29787865004202313	-0.08004472686544933	0.3106805484926601	-0.11947053822950285
34	C. gravis	-0.35759299654562193	-0.07075943297932527	-0.33339429821399424	-0.037883524355304836	-0.29826064821931186	-0.016343055348385017	-0.2585836977510079	-0.00228337305385351	-0.217561779023165	0.0037598847540108588	-0.17559946679381605	0.004182911472429038	-0.13376612353018286	0.005385288094717191	-0.0927318833762791	0.011373046369902126	-0.05209694469278734	0.019761841478673898	-0.010528689302361768	0.027486521903694005	0.029842287221873088	0.037471119830026864	0.06981441885216544	0.049855045405956054	0.11098426652108764	0.05505128743003078	0.15255315870806294	0.057846977565405217	0.19411885662216866	0.05077670621709417	0.22848083719663823	0.02768867868397895	0.25948882678289065	-1.0567747371261621E-4	0.2810093551013555	-0.03525647193376197	0.29810552611327706	-0.07362007462124612	0.30571899432900845	-0.11438769944032912
36	C. immaculata	-0.3638206002808004	-0.10342716587510248	-0.326212176436686	-0.0801301987069113	-0.28930629424977683	-0.054985926424962535	-0.25230468857690413	-0.02996835859706512	-0.21614910248927402	-0.005032085139447834	-0.17728252548986262	0.017695178284291704	-0.1377253212892182	0.03652517865364864	-0.094847580101115	0.04946245275777047	-0.0513036024053803	0.05863656822192474	-0.007949357054712888	0.065032007149819	0.03713833161275719	0.06941238093350971	0.08116626683657135	0.0720107793167066	0.1259302114889315	0.07177600814848056	0.16996087674093618	0.0743772807975386	0.2099481948385049	0.059444080610110916	0.23535542781254318	0.02382354871156432	0.25379018766038586	-0.01624853616391759	0.2672034132018056	-0.058974147541593976	0.271951234593136	-0.10306878084092819	0.2644571035881589	-0.1463602642954371
37	C. immaculata	-0.36313244553774027	-0.09662294476955373	-0.32845032846779015	-0.07030608228072449	-0.29260014118672056	-0.04517260710658039	-0.2513551761236698	-0.030056594301680353	-0.21001105528778669	-0.013995221902365714	-0.16968859548774448	0.0030225453033258173	-0.13041679620223423	0.021036421372491714	-0.09113379895572218	0.04008990171409216	-0.0550390517955054	0.06466460223495557	-0.01258008722355357	0.07716083574358243	0.03085748302319191	0.08198689040153698	0.07424653882028721	0.08355503478209192	0.11869521388807985	0.08294833857095307	0.15965812844474364	0.06820291770287774	0.1949976851362049	0.04257812379540664	0.22807145038811166	0.01459159376564976	0.2565855973928522	-0.017945673600525756	0.2728045968140719	-0.0592090514287089	0.28121437685094836	-0.1015442193419057	0.2872764055099765	-0.14498481065491894
38	C. immaculata	-0.3620314341611392	-0.10455922987096368	-0.3219188663335147	-0.08589112089516235	-0.2844811279858501	-0.06126094427069987	-0.24787879097428625	-0.03577663082098961	-0.21022706519725237	-0.012515000152198155	-0.17537048351236847	0.014614992662729445	-0.13758539533485084	0.03851246525495387	-0.09700202693699148	0.05627203080682452	-0.055485204058445384	0.07203867665878934	-0.012179708062723471	0.08078625081718753	0.03200673586372521	0.08548588295311053	0.07709971803406934	0.08718320226080711	0.12107864997205149	0.08495635912313808	0.16369579153248692	0.07078005829789193	0.2020742259149396	0.048669786774998725	0.2300528915055901	0.014613015845933159	0.24869909613089916	-0.02550219196525956	0.26710652208401353	-0.06587848276590902	0.27822442058614094	-0.10916549283071372	0.2841220509335049	-0.15336362788446842
